# t ax ay az mx my mz
0.730000 55.200012 8.431255 8.431255 79.800003 9.494473 -3.650000
0.732000 55.679993 8.663588 8.663588 80.319992 9.319833 -3.660000
0.734000 56.160004 8.892853 8.892853 80.840012 9.144658 -3.670000
0.736000 56.639999 9.118953 9.118953 81.360001 8.968968 -3.680000
0.738000 57.119995 9.341813 9.341813 81.879990 8.792776 -3.690000
0.740000 57.600006 9.561359 9.561359 82.400009 8.616071 -3.700000
0.742000 58.080002 9.777504 9.777504 82.919998 8.438882 -3.710000
0.744000 58.559998 9.990179 9.990179 83.440002 8.261209 -3.720000
0.746000 59.039993 10.199300 10.199300 83.959991 8.083070 -3.730000
0.748000 59.520004 10.404802 10.404802 84.480011 7.904467 -3.740000
0.750000 60.000000 10.606602 10.606602 85.000000 7.725420 -3.750000
0.752000 60.479996 10.804633 10.804633 85.519989 7.545934 -3.760000
0.754000 60.960007 10.998832 10.998832 86.040009 7.366019 -3.770000
0.756000 61.440002 11.189116 11.189116 86.559998 7.185685 -3.780000
0.758000 61.919998 11.375431 11.375431 87.080002 7.004938 -3.790000
0.760000 62.399994 11.557699 11.557699 87.599991 6.823797 -3.800000
0.762000 62.880005 11.735866 11.735866 88.120010 6.642262 -3.810000
0.764000 63.360001 11.909858 11.909858 88.639999 6.460357 -3.820000
0.766000 63.839996 12.079614 12.079614 89.159988 6.278083 -3.830000
0.768000 64.320007 12.245091 12.245091 89.680008 6.095448 -3.840000
0.770000 64.799988 12.406205 12.406205 90.199997 5.912477 -3.850000
0.772000 65.279999 12.562920 12.562920 90.720001 5.729158 -3.860000
0.774000 65.759995 12.715166 12.715166 91.239990 5.545519 -3.870000
0.776000 66.240005 12.862900 12.862900 91.760010 5.361559 -3.880000
0.778000 66.720001 13.006060 13.006060 92.279999 5.177301 -3.890000
0.780000 67.199997 13.144598 13.144598 92.799988 4.992748 -3.900000
0.782000 67.680008 13.278470 13.278470 93.320007 4.807906 -3.910000
0.784000 68.159988 13.407619 13.407619 93.839996 4.622796 -3.920000
0.786000 68.639999 13.532010 13.532010 94.360001 4.437423 -3.930000
0.788000 69.119995 13.651589 13.651589 94.879990 4.251798 -3.940000
0.790000 69.600006 13.766320 13.766320 95.400009 4.065925 -3.950000
0.792000 70.080002 13.876158 13.876158 95.919998 3.879827 -3.960000
0.794000 70.560013 13.981068 13.981068 96.440002 3.693503 -3.970000
0.796000 71.040009 14.081008 14.081008 96.960007 3.506974 -3.980000
0.798000 71.519989 14.175946 14.175946 97.479996 3.320246 -3.990000
0.800000 72.000000 14.265849 14.265849 98.000000 3.133324 -4.000000
0.802000 72.479996 14.350681 14.350681 98.519989 2.946235 -4.010000
0.804000 72.960007 14.430417 14.430417 99.040009 2.758967 -4.020000
0.806000 73.440002 14.505022 14.505022 99.559998 2.571548 -4.030000
0.808000 73.920013 14.574477 14.574477 100.080002 2.383977 -4.040000
0.810000 74.399994 14.638752 14.638752 100.600006 2.196276 -4.050000
0.812000 74.879990 14.697824 14.697824 101.119995 2.008451 -4.060000
0.814000 75.360001 14.751678 14.751678 101.639999 1.820505 -4.070000
0.816000 75.839996 14.800288 14.800288 102.160004 1.632462 -4.080000
0.818000 76.320007 14.843641 14.843641 102.680008 1.444326 -4.090000
0.820000 76.800003 14.881720 14.881720 103.199997 1.256107 -4.100000
0.822000 77.279999 14.914512 14.914512 103.720001 1.067812 -4.110000
0.824000 77.759995 14.942004 14.942004 104.240005 0.879462 -4.120000
0.826000 78.239990 14.964188 14.964188 104.759995 0.691061 -4.130000
0.828000 78.720001 14.981054 14.981054 105.279999 0.502616 -4.140000
0.830000 79.199997 14.992598 14.992598 105.800003 0.314148 -4.150000
0.832000 79.680008 14.998816 14.998816 106.320007 0.125656 -4.160000
0.834000 80.160004 14.999704 14.999704 106.839996 -0.062831 -4.170000
0.836000 80.639999 14.995262 14.995262 107.360001 -0.251327 -4.180000
0.838000 81.119995 14.985494 14.985494 107.880005 -0.439802 -4.190000
0.840000 81.599991 14.970401 14.970401 108.399994 -0.628252 -4.200000
0.842000 82.080002 14.949988 14.949988 108.919998 -0.816673 -4.210000
0.844000 82.559998 14.924265 14.924265 109.440002 -1.005041 -4.220000
0.846000 83.040009 14.893238 14.893238 109.960007 -1.193358 -4.230000
0.848000 83.520004 14.856921 14.856921 110.479996 -1.381601 -4.240000
0.850000 84.000000 14.815325 14.815325 111.000000 -1.569766 -4.250000
0.852000 84.479996 14.768465 14.768465 111.520004 -1.757841 -4.260000
0.854000 84.959991 14.716357 14.716357 112.039993 -1.945817 -4.270000
0.856000 85.440002 14.659022 14.659022 112.559998 -2.133687 -4.280000
0.858000 85.919998 14.596478 14.596478 113.080002 -2.321431 -4.290000
0.860000 86.400009 14.528746 14.528746 113.600006 -2.509048 -4.300000
0.862000 86.880005 14.455854 14.455854 114.119995 -2.696517 -4.310000
0.864000 87.360001 14.377827 14.377827 114.639999 -2.883839 -4.320000
0.866000 87.839996 14.294691 14.294691 115.160004 -3.070985 -4.330000
0.868000 88.319992 14.206475 14.206475 115.679993 -3.257962 -4.340000
0.870000 88.800003 14.113209 14.113209 116.199997 -3.444760 -4.350000
0.872000 89.279999 14.014937 14.014937 116.720001 -3.631356 -4.360000
0.874000 89.760010 13.911676 13.911676 117.240005 -3.817751 -4.370000
0.876000 90.239990 13.803478 13.803478 117.759995 -4.003924 -4.380000
0.878000 90.720001 13.690375 13.690375 118.279999 -4.189875 -4.390000
0.880000 91.199997 13.572409 13.572409 118.800003 -4.375581 -4.400000
0.882000 91.680008 13.449614 13.449614 119.320007 -4.561040 -4.410000
0.884000 92.160004 13.322046 13.322046 119.839996 -4.746239 -4.420000
0.886000 92.639999 13.189745 13.189745 120.360001 -4.931168 -4.430000
0.888000 93.119995 13.052758 13.052758 120.880005 -5.115822 -4.440000
0.890000 93.599991 12.911133 12.911133 121.399994 -5.300180 -4.450000
0.892000 94.080002 12.764915 12.764915 121.919998 -5.484242 -4.460000
0.894000 94.559998 12.614167 12.614167 122.440002 -5.667987 -4.470000
0.896000 95.040009 12.458939 12.458939 122.960007 -5.851415 -4.480000
0.898000 95.520004 12.299283 12.299283 123.479996 -6.034499 -4.490000
0.900000 96.000000 12.135258 12.135258 124.000000 -6.217246 -4.500000
0.902000 96.479996 11.966912 11.966912 124.520004 -6.399645 -4.510000
0.904000 96.959991 11.794325 11.794325 125.039993 -6.581675 -4.520000
0.906000 97.440002 11.617546 11.617546 125.559998 -6.763336 -4.530000
0.908000 97.919998 11.436639 11.436639 126.080002 -6.944607 -4.540000
0.910000 98.400009 11.251659 11.251659 126.600006 -7.125489 -4.550000
0.912000 98.880005 11.062693 11.062693 127.119995 -7.305960 -4.560000
0.914000 99.360001 10.869804 10.869804 127.639999 -7.486015 -4.570000
0.916000 99.839996 10.673035 10.673035 128.160004 -7.665646 -4.580000
0.918000 100.319992 10.472482 10.472482 128.679993 -7.844840 -4.590000
0.920000 100.800003 10.268209 10.268209 129.199997 -8.023594 -4.600000
0.922000 101.279999 10.060289 10.060289 129.720001 -8.201887 -4.610000
0.924000 101.760010 9.848783 9.848783 130.240005 -8.379719 -4.620000
0.926000 102.240005 9.633788 9.633788 130.759995 -8.557068 -4.630000
0.928000 102.720001 9.415371 9.415371 131.279999 -8.733932 -4.640000
0.930000 103.199997 9.193608 9.193608 131.800003 -8.910303 -4.650000
0.932000 103.679993 8.968580 8.968580 132.319992 -9.086158 -4.660000
0.934000 104.160004 8.740353 8.740353 132.839996 -9.261508 -4.670000
0.936000 104.639999 8.509032 8.509032 133.360001 -9.436325 -4.680000
0.938000 105.120010 8.274688 8.274688 133.880005 -9.610611 -4.690000
0.940000 105.600006 8.037405 8.037405 134.399994 -9.784346 -4.700000
0.942000 106.079987 7.797265 7.797265 134.919998 -9.957523 -4.710000
0.944000 106.559998 7.554343 7.554343 135.440002 -10.130141 -4.720000
0.946000 107.039993 7.308749 7.308749 135.959991 -10.302177 -4.730000
0.948000 107.520004 7.060559 7.060559 136.480011 -10.473628 -4.740000
0.950000 108.000000 6.809860 6.809860 137.000000 -10.644483 -4.750000
0.952000 108.480011 6.556728 6.556728 137.520004 -10.814738 -4.760000
0.954000 108.959991 6.301280 6.301280 138.039993 -10.984374 -4.770000
0.956000 109.439987 6.043607 6.043607 138.559998 -11.153384 -4.780000
0.958000 109.919998 5.783759 5.783759 139.080002 -11.321767 -4.790000
0.960000 110.399994 5.521870 5.521870 139.599991 -11.489499 -4.800000
0.962000 110.880005 5.258019 5.258019 140.120010 -11.656585 -4.810000
0.964000 111.360001 4.992300 4.992300 140.639999 -11.822997 -4.820000
0.966000 111.840012 4.724794 4.724794 141.160004 -11.988747 -4.830000
0.968000 112.319992 4.455623 4.455623 141.679993 -12.153811 -4.840000
0.970000 112.800003 4.184868 4.184868 142.200012 -12.318189 -4.850000
0.972000 113.279999 3.912627 3.912627 142.720001 -12.481861 -4.860000
0.974000 113.759995 3.638995 3.638995 143.239990 -12.644824 -4.870000
0.976000 114.240005 3.364057 3.364057 143.760010 -12.807075 -4.880000
0.978000 114.720001 3.087937 3.087937 144.279999 -12.968590 -4.890000
0.980000 115.200012 2.810721 2.810721 144.800003 -13.129369 -4.900000
0.982000 115.679993 2.532505 2.532505 145.319992 -13.289401 -4.910000
0.984000 116.160004 2.253376 2.253376 145.840012 -13.448683 -4.920000
0.986000 116.639999 1.973460 1.973460 146.359985 -13.607195 -4.930000
0.988000 117.119995 1.692843 1.692843 146.880005 -13.764935 -4.940000
0.990000 117.600006 1.411625 1.411625 147.399994 -13.921896 -4.950000
0.992000 118.080002 1.129905 1.129905 147.919983 -14.078060 -4.960000
0.994000 118.559998 0.847769 0.847769 148.440002 -14.233430 -4.970000
0.996000 119.039993 0.565347 0.565347 148.959991 -14.387980 -4.980000
0.998000 119.520004 0.282723 0.282723 149.480011 -14.541723 -4.990000
1.000000 120.000000 -0.000000 -0.000000 150.000000 -14.694634 -5.000000
